
*********************************************************************************
program_crabs.py
Directory /Users/brocktubre/Desktop/School/CSC475/NeuralNetwork_Crabs/Assignment2
Created by Brock Tubre on 10/24/14 -- CSC475

Using the crab’s dataset, build a classifier that can identify the sex of a crab from its physical measurements.
Five physical measurements of a crab considered are: frontal lobe size (FLB), rear width (RW), length (CL), width (CW), and depth (BD).
This program uses a Batch Gradient Descnes Algorithm
Compile & run $: python3 program_crabs2.py
Output is in .csv run$: python3 program_crabs2.py > output.csv
This will output a .csv to the cwd with the columns deltaFLB, deltaRW, deltaCL, deltaCW, deltaDB, deltaERROR
-6.5320363874799e-10,-4.931471186270242e-10,-1.30640727749598e-09,-1.4405086862928629e-09,-6.056192676257705e-10,0.6874229993902424
-6.906157054651502e-10,-5.213919903462871e-10,-1.3812314109303003e-09,-1.5230134427918207e-09,-6.403059521400273e-10,0.7227723459766577
-4.396513357367293e-10,-3.9831659498501537e-10,-9.35668227359382e-10,-1.0709455613988617e-09,-3.9080118720107027e-10,0.618499735388867
-7.523367688382077e-10,-5.908763669321138e-10,-1.4634496049888146e-09,-1.6283453353055366e-09,-6.698889036798467e-10,0.6876135772498673
-7.341991116634194e-10,-6.342377300433411e-10,-1.5097615536224795e-09,-1.6683209865669957e-09,-6.893888372487555e-10,0.7227723459766577
-6.056463061100692e-10,-5.41471863874099e-10,-1.2794779580445337e-09,-1.4840339946503578e-09,-5.535045711699271e-10,0.5916296284399123
-3.2251335629895905e-10,-2.687611296708914e-10,-6.868339993970629e-10,-7.913522163949249e-10,-2.9265100846137537e-10,0.6473491404224992
-5.082509786299982e-10,-4.058694873243507e-10,-1.0676927033465011e-09,-1.2176084602383286e-09,-4.4243430512118376e-10,0.6085629791109392
-4.2431354979090286e-10,-3.3498438224699445e-10,-8.449050508708977e-10,-9.230680733662844e-10,-3.7592691698278e-10,0.7018430025755261
-5.158406204356508e-10,-3.954778084874766e-10,-1.1142157405052977e-09,-1.2724068639002883e-09,-4.6081762104105417e-10,0.6485330264750535
-6.135521376984115e-10,-5.201178012587127e-10,-1.2426766646950194e-09,-1.3579123450679909e-09,-5.668349700206632e-10,0.699682788710618
-4.5263029457322246e-10,-3.2608849127868655e-10,-9.198615662578402e-10,-1.0196349112256975e-09,-4.209948438037986e-10,0.7010591637401362
-4.588972279430392e-10,-4.3791906906287537e-10,-1.012196171497337e-09,-1.1669100945937982e-09,-4.457858786971469e-10,0.6857845558431401
-3.885626967750633e-10,-3.2639266463185823e-10,-7.393793030087414e-10,-8.348547079345403e-10,-3.241723070535052e-10,0.6557771994015
-4.2288992034740513e-10,-3.9785038631612313e-10,-9.431558090945702e-10,-1.0711356541320827e-09,-4.089790676259364e-10,0.6303628653412615
-2.634883290286022e-10,-2.1177566644769996e-10,-5.097391037912902e-10,-5.589892593943491e-10,-2.2655071265156868e-10,0.6646577181955473
-2.6256716462516594e-10,-2.1108340596265318e-10,-5.199859531672402e-10,-5.714697118297529e-10,-2.3167690986133915e-10,0.5916296284399123
-4.72245707599725e-10,-4.247838279042293e-10,-9.516106973597727e-10,-1.1011156205581463e-09,-4.2478382747054844e-10,0.699682788710618
-2.1046803210834908e-10,-1.8965251244451586e-10,-4.440644193505483e-10,-5.134494843184179e-10,-1.780883348775908e-10,0.6388961699295745
-2.657547968579893e-10,-2.21795356386556e-10,-5.554874702579093e-10,-6.454045076154102e-10,-2.2579166964950548e-10,0.6538971139536939
-3.365969597230595e-10,-2.7600950691653026e-10,-6.754378991877252e-10,-7.472452500517646e-10,-3.1415716230699664e-10,0.6640004865255416
-2.712615980362404e-10,-2.2570621587003625e-10,-5.860078798082535e-10,-6.709065473314846e-10,-2.3191831289605391e-10,0.6118652280495851
-3.1962706179694544e-10,-3.081434551965856e-10,-7.005000277754414e-10,-8.019385554919323e-10,-2.9474591322319055e-10,0.6508558255682432
-5.690493443209071e-10,-3.899041801230796e-10,-1.1433676640019985e-09,-1.2698230730801008e-09,-5.295320286858446e-10,0.6517710809445023
-2.660956069204523e-10,-2.1819839858550072e-10,-5.339651845681637e-10,-5.907322478404531e-10,-2.483558998647023e-10,0.6757999062015744
-4.528121449846878e-10,-3.8748104030927877e-10,-8.966131027736413e-10,-9.934833632846418e-10,-4.190201937596255e-10,0.6799614286509923
-3.112463925914605e-10,-2.782666423672975e-10,-6.575337696199113e-10,-7.626567242319249e-10,-2.8445034543946035e-10,0.662143529670208
-2.393921502003016e-10,-2.188728226437675e-10,-4.924638518158386e-10,-5.540218336180791e-10,-2.1716287904212372e-10,0.6766950690194459
-2.7740005236441545e-10,-2.1470004073209648e-10,-5.6810010732114e-10,-6.36500119971517e-10,-2.4320004603922696e-10,0.6683807615991967
-3.47416801924072e-10,-2.9266089204837975e-10,-6.72175986312501e-10,-7.552539166982841e-10,-3.00213432022009e-10,0.6475182409290317
-2.625834688574358e-10,-1.982418239981909e-10,-5.251669377148716e-10,-5.790748019984804e-10,-2.4345487193051796e-10,0.5916924657331587
-1.9790602880445651e-10,-1.570682767876308e-10,-4.350791272395016e-10,-4.979064383014986e-10,-1.7905783561596167e-10,0.6385638602567769
-3.3506202066352353e-10,-2.63153733179311e-10,-6.517644783252119e-10,-7.252027294651908e-10,-2.9834289509353407e-10,0.6680388435597846
-3.5752801890928665e-10,-3.088504955256477e-10,-7.351984611381202e-10,-8.124110845858512e-10,-3.357070600239903e-10,0.6788764202231576
-2.3100525398805916e-10,-1.8539275149775936e-10,-5.267508339235061e-10,-5.929625315065357e-10,-2.1334880129925127e-10,0.6473491404224992
-2.871826856182258e-10,-2.1953520772111101e-10,-5.488380214711819e-10,-6.215909679335718e-10,-2.5272076337005955e-10,0.672266812756304
-3.280347571268244e-10,-2.2358587897786109e-10,-6.625975692599317e-10,-7.262461049206692e-10,-2.9376246921120064e-10,0.6695912085456964
-1.9936354151740832e-10,-1.502246400192364e-10,-3.9030327147332455e-10,-4.338262978020868e-10,-1.7830401239683769e-10,0.7068804363922523
-2.4516599427676367e-10,-1.99381983145841e-10,-5.627002635545664e-10,-6.40976154098194e-10,-2.200586334249327e-10,0.6805088605413308
-1.999234868366867e-10,-1.7711342462090052e-10,-4.0387227850241514e-10,-4.776695393393648e-10,-1.6101220400369098e-10,0.6104503850620885
-2.9542884263066005e-10,-2.5280478058165023e-10,-5.849785040049071e-10,-6.481796991503197e-10,-2.7338191411173385e-10,0.6816282349504337
-3.1030848181810844e-10,-2.41001003875585e-10,-6.599962121961456e-10,-7.639574303025531e-10,-2.803802524355137e-10,0.6499841301207181
-1.8874793720168037e-10,-1.6804655063318297e-10,-4.0672136188482644e-10,-4.712609781576393e-10,-1.7900610833031239e-10,0.6499585179436869
-1.9887769642928932e-10,-1.7607643121309025e-10,-4.2562360537054533e-10,-4.876937135384063e-10,-1.786099057283358e-10,0.6857845558431401
-1.0555222126028274e-10,-8.686068184160511e-11,-2.2099996312141545e-10,-2.539850326582771e-10,-9.015918892539554e-11,0.6075834595733322
-1.6819822791502848e-10,-1.5849448316285208e-10,-3.655076874845009e-10,-4.2588653784148e-10,-1.541817088498293e-10,0.6385638602567769
-9.778144396607735e-11,-8.703623065320354e-11,-1.9878645214285728e-10,-2.3209661449696828e-10,-8.273814489437314e-11,0.7085983468636831
-1.382058855380064e-10,-1.0042961080813928e-10,-2.893109874932409e-10,-3.353796164395906e-10,-1.2162117927344562e-10,0.6766950690194459
-1.521951679267497e-10,-1.348306188919679e-10,-3.074546680616186e-10,-3.6363409332274e-10,-1.2257328962581027e-10,0.6070581393813951
-8.644824331209555e-11,-7.710248758896476e-11,-1.8535749454415273e-10,-2.1105832359591403e-10,-7.632367437712673e-11,0.6388961699295745
-1.7930093239131029e-10,-1.3211647574562502e-10,-3.669902125247315e-10,-4.0788340760489206e-10,-1.6462132395103635e-10,0.7059635424416199
-1.26018532197944e-10,-1.050154442572282e-10,-2.587198654098455e-10,-2.9022449894722246e-10,-1.1647167366853062e-10,0.6887850832886011
-1.0442952015285445e-10,-8.892826405815235e-11,-2.2354444163819043e-10,-2.569945228847459e-10,-8.974411882037292e-11,0.6483231872051036
-1.5089635357207198e-10,-1.0876295697404004e-10,-2.9591362867009696e-10,-3.2922840842442014e-10,-1.322792710870685e-10,0.7136836180800592
-1.2277883332419137e-10,-9.165180593628808e-11,-2.481515856515848e-10,-2.7409077611728616e-10,-1.1153851757136901e-10,0.6899351277951424
-2.1069370965791367e-10,-1.4436420808783268e-10,-4.233382871685065e-10,-4.70159111295998e-10,-1.960622020638625e-10,0.7227723459766577
-1.1499369143540272e-10,-1.0754805726542749e-10,-2.481878231576362e-10,-2.8872516703859485e-10,-1.0837534949320604e-10,0.6856548460315989
-1.1571251205474975e-10,-1.0557710955483302e-10,-2.4156042660941623e-10,-2.8548050381993484e-10,-1.0050940830487465e-10,0.6499585179436869
-1.5383246694707087e-10,-1.111012254417787e-10,-3.2941901983996047e-10,-3.7991957670124865e-10,-1.4217849206993316e-10,0.6618595645324667
-1.190433413737063e-10,-1.1476633532403469e-10,-2.6089738312459754e-10,-2.9867760521773423e-10,-1.0977649453521032e-10,0.6070581393813951
-6.958547692052786e-11,-6.598622863396297e-11,-1.4756920078268232e-10,-1.7096431735585949e-10,-6.238697926319592e-11,0.6799614286509923
-7.731330202778719e-11,-7.406484453520434e-11,-1.6891981953828794e-10,-1.9555717635511005e-10,-7.081638595841933e-11,0.685322435003642
-1.4764333939459862e-10,-1.1286513043606838e-10,-2.8216282652385183e-10,-3.195658061089235e-10,-1.2992613864122593e-10,0.6458535996983802
-9.815891502396035e-11,-7.075090686925467e-11,-1.9249345693805875e-10,-2.1416490629533325e-10,-8.604839952554288e-11,0.6465065906411049
-1.2600999822580394e-10,-1.0704732933408678e-10,-2.538550936299899e-10,-2.8260494812359926e-10,-1.1744621204387573e-10,0.6499585179436869
-1.1606787796505924e-10,-9.860135277706128e-11,-2.33826064847259e-10,-2.603075706375524e-10,-1.0817976982963051e-10,0.6507174188880271
-5.625578974009782e-11,-4.5225241954161e-11,-1.1140852476665408e-10,-1.2243907103470786e-10,-4.963746145884851e-11,0.6507174188880271
-7.16015731948294e-11,-6.306628656804758e-11,-1.507900683657415e-10,-1.7212828558321736e-10,-6.401465165242759e-11,0.6389122790252166
-8.317032782964584e-11,-6.796203877446061e-11,-1.63964360751917e-10,-1.882025698479728e-10,-7.414040648773268e-11,0.6979320780740701
-7.29745487128286e-11,-6.427559526289706e-11,-1.5368149981764834e-10,-1.754288814909133e-10,-6.524214610399703e-11,0.6640004865255416
-1.2919931595932466e-10,-1.0147160889317774e-10,-2.513192176069323e-10,-2.796368761548429e-10,-1.150404869022098e-10,0.6328535412202585
-1.102033633619548e-10,-9.068162540315505e-11,-2.1725805919928232e-10,-2.4559606778828957e-10,-1.0075736078807296e-10,0.6099003148938795
-6.197884241422591e-11,-4.9493895093455365e-11,-1.30200157946736e-10,-1.4848168701508957e-10,-5.395280533102009e-11,0.7093942688103139
-4.3043851252408394e-11,-3.878676720081575e-11,-9.08177959918488e-11,-1.0500807688662572e-10,-3.642172024045931e-11,0.6517577601401182
-3.490259730537515e-11,-2.959133285629356e-11,-7.208145105103148e-11,-8.498023638947583e-11,-2.921195642151264e-11,0.6473491404224992
-5.1379329827141995e-11,-4.752588080025877e-11,-1.0875291465983761e-10,-1.2502303532724302e-10,-4.709771895400339e-11,0.625749998413344
-7.09827880068098e-11,-6.843250792420985e-11,-1.5556706834188305e-10,-1.7809453911610262e-10,-6.545718177555782e-11,0.641000176119235
-6.272041458248168e-11,-5.160994201447444e-11,-1.2364881731355415e-10,-1.3977692440991785e-10,-5.7344379028254067e-11,0.6446736738095914
-8.383911381977527e-11,-5.748967794871884e-11,-1.6480374356864225e-10,-1.7869708317241884e-10,-7.32993394713527e-11,0.672266812756304
-6.95240590358609e-11,-5.932215829673737e-11,-1.379145734246856e-10,-1.5718482938853473e-10,-6.196709595104877e-11,0.6475182409290317
-4.808864461150475e-11,-4.0073871304668884e-11,-9.87274446223596e-11,-1.1074960566681558e-10,-4.444556550055323e-11,0.6947833457531141
-6.47892865659333e-11,-4.76610851479764e-11,-1.3441915202444532e-10,-1.4707912665556933e-10,-6.03210597791004e-11,0.6259686991053062
-4.786474211773695e-11,-4.375136537781987e-11,-1.0133863366512674e-10,-1.1667030883066865e-10,-4.4499252373209064e-11,0.625749998413344
-7.611355968238642e-11,-7.160683504481291e-11,-1.6975326829968274e-10,-1.9278763481456185e-10,-7.360982418221085e-11,0.6104503850620885
-6.060350788913982e-11,-5.354913040767073e-11,-1.1639721348224996e-10,-1.3371250114080357e-10,-4.9059982422036685e-11,0.6099003148938795
-6.802765902674812e-11,-4.8768687005429356e-11,-1.410253749715984e-10,-1.584205752691581e-10,-6.554263035085661e-11,0.6517577601401182
-3.9524676066771125e-11,-3.525173729312936e-11,-8.474660296436953e-11,-9.649718177295874e-11,-3.4895659929354284e-11,0.7019687583388419
-4.880233543669288e-11,-4.5912723276031464e-11,-1.0884205038988459e-10,-1.23611178584615e-10,-4.7196995443810064e-11,0.6465065906411049
-4.1400376616512746e-11,-3.783610577623442e-11,-8.691337319982617e-11,-1.0034793308799639e-10,-3.564270818594284e-11,0.6832175342272347
-4.8430653367889653e-11,-4.1066927636279615e-11,-9.374588475288825e-11,-1.0535791336585554e-10,-4.1350148565627576e-11,0.618499735388867
-3.524049281555808e-11,-2.599298727645749e-11,-7.223051323723695e-11,-7.947855741596843e-11,-3.374089722896212e-11,0.6230281896555961
-6.10315836497427e-11,-5.244901735146357e-11,-1.300099880183203e-10,-1.5226108568411334e-10,-5.753498242069832e-11,0.641000176119235
-4.759563186282345e-11,-4.0755541302894827e-11,-9.205622202024255e-11,-1.054513993486994e-10,-4.1895556251655974e-11,0.7227723459766577
-3.203594724568437e-11,-2.723055461673063e-11,-6.178361251427122e-11,-7.185205382065352e-11,-2.8832352521115934e-11,0.6539987675165444
-2.769202098532042e-11,-2.2347946410095076e-11,-5.27120048998686e-11,-5.854190396337167e-11,-2.3562509148672417e-11,0.6320641479629543
-4.032495344585829e-11,-3.389011987708912e-11,-9.03021563775086e-11,-1.0510227237137126e-10,-3.8180009067495524e-11,0.6103171432542767
-4.08529596870183e-11,-3.3616149794357675e-11,-8.053869203494823e-11,-9.104373852042436e-11,-3.735127745291278e-11,0.6800249832768028
-5.326530492719139e-11,-4.1982506013282794e-11,-1.0338192194675466e-10,-1.1571428364109959e-10,-4.723031969862401e-11,0.5916296284399123
-3.31533019353597e-11,-2.6280056256156037e-11,-7.216907800533523e-11,-8.450048993857706e-11,-3.072745053192549e-11,0.6485330264750535
-4.274663392353495e-11,-3.1021843080458744e-11,-8.451620219646072e-11,-9.379832847933312e-11,-3.932690327904109e-11,0.6895407216578038
-2.2075493776724242e-11,-2.1040705636132806e-11,-4.6048100662415825e-11,-5.363655179724258e-11,-1.914359231032503e-11,0.6388961699295745
-2.944044921043831e-11,-2.1220063900484476e-11,-5.7733868033538194e-11,-6.423370689512264e-11,-2.5808185883519075e-11,0.7018358847043545
-5.233707456135661e-11,-4.110491634568003e-11,-1.0180636455386916e-10,-1.1327750369660716e-10,-4.660150477314717e-11,0.6876135772498673
-3.700538356646299e-11,-3.472110099433934e-11,-7.880776109817078e-11,-9.159974515005054e-11,-3.175153282658494e-11,0.685322435003642
-2.4110056616108433e-11,-2.006103963503314e-11,-5.2085084075587096e-11,-5.963098070882467e-11,-2.0613178264988763e-11,0.6683807615991967
-1.3858873900915447e-11,-1.1749915276859646e-11,-2.8621587305072138e-11,-3.374334492378672e-11,-1.1599274709131469e-11,0.6885082550302936
-3.680375362108412e-11,-2.6580489545513508e-11,-7.881207839122162e-11,-9.089411862062136e-11,-3.401559047454261e-11,0.6717068115856374
-2.8083839724232784e-11,-2.0380842846723368e-11,-5.552576280709598e-11,-6.162396808118142e-11,-2.5837132563641396e-11,0.6618595645324667
-2.5721042700224683e-11,-2.1434201635806005e-11,-5.2806079821332563e-11,-5.92363415263808e-11,-2.3772478777162043e-11,0.6885082550302936
-2.8447720307883673e-11,-2.427332640442259e-11,-5.6431618926378047e-11,-6.431658504391091e-11,-2.5355576796157187e-11,0.7227723459766577
-3.3198915621798775e-11,-2.5880875567652062e-11,-6.193561158732153e-11,-7.032458469724556e-11,-2.677331902185831e-11,0.6890906381281053
-2.4662883280762715e-11,-2.129976230114128e-11,-5.18881443888064e-11,-6.021587048432586e-11,-2.2100505887162614e-11,0.7326997990991567
-1.8550178971024622e-11,-1.3949733729257119e-11,-3.591314615483676e-11,-4.0068386109037846e-11,-1.6620960250485206e-11,0.6856548460315989
-2.870083923127431e-11,-2.1604478622760936e-11,-6.118640446736712e-11,-6.733658422519717e-11,-2.7123869990319793e-11,0.7059635424416199
-2.5672007271729247e-11,-1.891621581595615e-11,-5.2545043836838e-11,-5.840006256363495e-11,-2.3570205466214023e-11,0.6538080110485791
-2.1366659960428414e-11,-1.9535231071676762e-11,-4.395427164599619e-11,-4.9448556360687235e-11,-1.938261291918597e-11,0.6328535412202585
-1.7835144819344784e-11,-1.5560865096464482e-11,-3.590968754990653e-11,-4.033854847373952e-11,-1.591996152960906e-11,0.6527053866687449
-2.4328914534008095e-11,-2.18336407981079e-11,-4.928164733936091e-11,-5.5051966457719814e-11,-2.1521732096116408e-11,0.6203290825397063
-1.7885254909033588e-11,-1.60508689672767e-11,-3.622910608666596e-11,-4.04711212459441e-11,-1.582157148349861e-11,0.6538080110485791
-2.19190963123006e-11,-1.6150913939583234e-11,-4.4863647519211014e-11,-4.986273893781146e-11,-2.0124550463573865e-11,0.6573550586011515
-1.8288051411782802e-11,-1.6421922849341186e-11,-3.6824919849576254e-11,-4.155244377745948e-11,-1.604869817768695e-11,0.6716796648497922
-1.2603162437285764e-11,-1.195127503905713e-11,-2.672739590411921e-11,-3.096466659469055e-11,-1.1299386990307192e-11,0.6385638602567769
-1.6626720833468056e-11,-1.3633911707944257e-11,-3.336428659392321e-11,-3.6911319487020755e-11,-1.5518272864639693e-11,0.7068804363922523
-9.99219869173007e-12,-7.93031612600359e-12,-2.1966976414961037e-11,-2.513910260515395e-11,-9.040560834672196e-12,0.6297866328037073
-1.986314064617023e-11,-1.871719099155733e-11,-4.316413285826437e-11,-5.029449079430037e-11,-1.820787899793619e-11,0.6293842825257236
-2.2648834847524557e-11,-1.905042096295162e-11,-4.360429855729264e-11,-4.889608336278162e-11,-1.979127148624138e-11,0.7101513045974472
-1.0663299887178623e-11,-8.675227203269742e-12,-2.1868801474561606e-11,-2.5122012109468628e-11,-8.765593936463367e-12,0.707135166246398
-1.5193119548909118e-11,-1.1176547534685888e-11,-3.1521357139047135e-11,-3.4490127767683454e-11,-1.4145318163322207e-11,0.6681664435569488
-1.1253543453007553e-11,-1.0064143962651428e-11,-2.4519916045490087e-11,-2.882005051274561e-11,-1.0430113370207827e-11,0.6702508645427436
-1.8806762137196786e-11,-1.4847444454457737e-11,-3.5903818546706434e-11,-4.022307487083765e-11,-1.5747288889533806e-11,0.6899600977498992
-7.216295052833721e-12,-5.8908537770019365e-12,-1.4948039767787025e-11,-1.6936202440476222e-11,-6.0381244275375945e-12,0.6721930564068938
-1.8073743023039324e-11,-1.520221448725323e-11,-3.479617809165614e-11,-3.901901544922648e-11,-1.579341084995134e-11,0.7249022676138674
-1.1494187112520704e-11,-9.773968093207408e-12,-2.3535716344585955e-11,-2.713253753616751e-11,-9.773968526888277e-12,0.6959253779151415
-9.711794953307096e-12,-7.837588217318725e-12,-1.8486486647040223e-11,-2.0531075103913388e-11,-8.263544796355271e-12,0.6671181549528654
-1.50593031968127e-11,-1.2175606009523499e-11,-2.8676758450502104e-11,-3.244158414128506e-11,-1.329704423826128e-11,0.6497205326239432
-1.3121797268547675e-11,-9.652816740368664e-12,-2.7223958764394096e-11,-2.9787988048424197e-11,-1.221684580755833e-11,0.6716796648497922
-7.254646102600182e-12,-6.477362049506219e-12,-1.476838660044444e-11,-1.742410556115903e-11,-6.088720673480541e-12,0.6604692473966817
-1.106528020253239e-11,-9.562588568212682e-12,-2.1584126846940777e-11,-2.4316295504922536e-11,-9.35767522497466e-12,0.626156120257626
-6.4260107651703535e-12,-5.865009866656834e-12,-1.2750021524676747e-11,-1.4331024214553345e-11,-5.865009866656834e-12,0.6844778170548167
-9.297254372625519e-12,-7.424425657598377e-12,-1.9530922885924173e-11,-2.2273278707518607e-11,-8.09329339657161e-12,0.7000266339475095
-7.72004205354393e-12,-5.609897962832733e-12,-1.61606214521548e-11,-1.873396923701698e-11,-6.793637050486745e-12,0.6551093995962478
-9.810698477566437e-12,-7.593212517087444e-12,-2.143570434001707e-11,-2.4459550704292177e-11,-9.20592942155185e-12,0.6799614286509923
-9.151445877139675e-12,-8.154173516961016e-12,-1.9241501621192203e-11,-2.2233321086972957e-11,-7.860857364344609e-12,0.6820788700710623
-8.336168127315302e-12,-7.605992224934965e-12,-1.7402511723330072e-11,-2.056660397542487e-11,-7.240905141106535e-12,0.6259686991053062
-4.395122720629585e-12,-3.9914894306436466e-12,-9.14903092522068e-12,-1.0718717580182613e-11,-3.94664075725748e-12,0.6850780678870225
-4.3723850495086536e-12,-3.616664259742386e-12,-8.690789841253599e-12,-1.025621254591158e-11,-3.778604382512207e-12,0.6191653849073736
-9.387949185396538e-12,-7.295095083570402e-12,-1.8955286125443838e-11,-2.0450181478781637e-11,-8.491011279504468e-12,0.6687930713919736
-8.913741923397e-12,-6.423870116400998e-12,-1.837525574407972e-11,-2.036715240905096e-11,-8.216577591924068e-12,0.6085629791109392
-5.5562911042972285e-12,-5.135359151808849e-12,-1.1743979053124853e-11,-1.3511889523920573e-11,-4.840708129477678e-12,0.6859628359384247
-9.435145156486135e-12,-6.746372557819846e-12,-1.9994686028396158e-11,-2.2732345519860253e-11,-8.212976089147506e-12,0.6538971139536939
-9.66738126183253e-12,-7.390175277288691e-12,-1.8475439927945203e-11,-2.0924510388264927e-11,-8.507295562454331e-12,0.6600023689430253
-7.42370639787715e-12,-5.656157833766606e-12,-1.599631972021287e-11,-1.847088801354424e-11,-6.584120401664784e-12,0.6905690939072906
-9.469642734891148e-12,-7.506424301584325e-12,-2.0613795392865342e-11,-2.4136040388533786e-11,-8.776741920041298e-12,0.691596052074773
-1.2138530632033184e-11,-1.0485867382725722e-11,-2.496092221804247e-11,-2.758238949740477e-11,-1.1397681409786031e-11,0.6808073722539911
-5.10453593456639e-12,-3.8386117201527625e-12,-9.882381805242924e-12,-1.1025798329900027e-11,-4.5736641470645045e-12,0.6012311244585146
-7.612015618524426e-12,-7.39328043231069e-12,-1.671143692177912e-11,-1.9292522440705895e-11,-7.2620379761717535e-12,0.7136836180800592
-4.4197692380953946e-12,-3.4672334447982678e-12,-9.334857539733399e-12,-1.0820814730361228e-11,-3.9625516409791395e-12,0.6742648955905547
-3.934595271121166e-12,-2.9588154842885572e-12,-7.302609038306596e-12,-8.183958719043538e-12,-3.3994903246570285e-12,0.6805088605413308
-6.116355035293286e-12,-5.836749486509696e-12,-1.3490931895926428e-11,-1.5553017207459163e-11,-5.9416020280894655e-12,0.7063037259870846
-3.5414082690671256e-12,-2.685244387956587e-12,-6.499067776999379e-12,-7.238482382931899e-12,-2.8798263686929948e-12,0.7168790556821241
-4.650884061555005e-12,-3.7533448571380745e-12,-8.852998629321762e-12,-9.832131636633434e-12,-3.957330990678187e-12,0.5839352076128831
-3.428525475676625e-12,-3.171386764311279e-12,-7.257045225167458e-12,-8.342744897693599e-12,-3.142815001300203e-12,0.6497205326239432
-6.927871687781306e-12,-4.842784159797553e-12,-1.4393830311681954e-11,-1.5638157435660105e-11,-6.591567135866283e-12,0.6600023689430253
-5.2173898881791025e-12,-4.519521909496227e-12,-1.0301852686883661e-11,-1.156466068741313e-11,-4.585985887914368e-12,0.626156120257626
-5.732080608777945e-12,-4.683928592208453e-12,-1.1300387708912396e-11,-1.297087957874421e-11,-5.109740538675189e-12,0.6859628359384247
-6.176267613663966e-12,-4.452658727838177e-12,-1.3070705975892771e-11,-1.427723217428678e-11,-6.003906573293083e-12,0.6695912085456964
-5.7698273242534626e-12,-4.923167776227366e-12,-1.1445581461766441e-11,-1.304482737107815e-11,-5.1426723123026985e-12,0.6534061110044566
-5.580528443863142e-12,-4.7307019412912155e-12,-1.1302694457454576e-11,-1.2350814815320632e-11,-5.1556150841569615e-12,0.6803762125272016
-5.355811280582934e-12,-3.939907428085476e-12,-1.1111769490645962e-11,-1.2158307347021058e-11,-4.986445067620138e-12,0.691596052074773
-4.220732921153547e-12,-3.587623254031058e-12,-8.139984779970133e-12,-9.46650050015485e-12,-3.798659520617975e-12,0.6857845558431401
-2.8257396422759484e-12,-2.702881321536843e-12,-6.06919722812016e-12,-7.174922114772109e-12,-2.4817366044149747e-12,0.6899600977498992
-2.9471095702726657e-12,-2.7946724795446798e-12,-6.24990510733614e-12,-7.240742727621097e-12,-2.642236256178432e-12,0.6687930713919736
-5.0321658732338514e-12,-4.347034884832901e-12,-1.034783413469964e-11,-1.1434592855907866e-11,-4.72503850282302e-12,0.6502511146410226
-3.3058306526251302e-12,-2.3818412520082433e-12,-6.94019104338639e-12,-8.007912041807508e-12,-2.956767860065601e-12,0.6921472056612172
-3.2848285723419135e-12,-2.367635601463469e-12,-6.441676619201031e-12,-7.166899018695716e-12,-2.8795574865542184e-12,0.6742648955905547
-2.104941871847177e-12,-1.9632628855958956e-12,-4.392042285417119e-12,-5.140915471102403e-12,-1.6799055636146365e-12,0.7085883453426621
-4.365265744363245e-12,-3.989447661112422e-12,-9.164167254910316e-12,-1.0580709919327802e-11,-3.7581758451782354e-12,0.672266812756304
-3.941524624045956e-12,-3.23594276374628e-12,-8.758943657177776e-12,-1.0145776579983945e-11,-3.7468814943070194e-12,0.648409986961939
-5.6226395067637824e-12,-4.430743966166162e-12,-1.0804795860103189e-11,-1.2229888976533765e-11,-5.078513130862827e-12,0.6956631114690687
-2.057663718232905e-12,-1.9033385978417527e-12,-4.355388445731467e-12,-5.006982675692662e-12,-1.88619172364346e-12,0.618499735388867
-3.704098226059438e-12,-2.6703968897257013e-12,-7.83890573979873e-12,-8.562496198183389e-12,-3.6007280056898905e-12,0.6885082550302936
-4.6633777568694246e-12,-3.396154885093594e-12,-9.605544224605689e-12,-1.0695356059131633e-11,-4.485966502779104e-12,0.6470792929162318
-2.665679092392348e-12,-2.2730602122766896e-12,-5.538000179966529e-12,-6.385230885697091e-12,-2.355716533300467e-12,0.7179767160567146
-2.8513068642266326e-12,-2.2697902585244734e-12,-6.059026978061377e-12,-6.884406239526797e-12,-2.5511693452218154e-12,0.7249022676138674
-3.211418110604658e-12,-2.385088654355272e-12,-6.892341732067653e-12,-7.868913853847914e-12,-2.929714847457743e-12,0.6602092355725633
-1.6332488746856333e-12,-1.4097525230516439e-12,-3.3696504787850134e-12,-3.8510288707938045e-12,-1.3409833139743643e-12,0.6499585179436869
-2.696968082888107e-12,-2.4203555826218803e-12,-5.4630891824225536e-12,-6.102755453762931e-12,-2.3857795079795796e-12,0.6717068115856374
-3.638483394782788e-12,-3.057875133660737e-12,-8.147880373871041e-12,-9.483280480337974e-12,-3.4449470186215247e-12,0.6844778170548167
-2.778663150265759e-12,-2.2824728218573398e-12,-5.795497328570098e-12,-6.390925982868723e-12,-2.600034770816606e-12,0.6859628359384247
-2.071795209349081e-12,-1.5722128460238238e-12,-4.217058126310125e-12,-4.687252322388424e-12,-1.9542464434890716e-12,0.672266812756304
-2.149084295938186e-12,-1.6633326660464576e-12,-4.401206829540705e-12,-4.931118013917768e-12,-1.8841287037496546e-12,0.7249022676138674
-1.93106901996698e-12,-1.6677405983989146e-12,-4.0627687845906646e-12,-4.714817078421696e-12,-1.7304384921507099e-12,0.6820788700710623
